X1,X2,Y
0.345657145,0.007195557,-1
-0.957116118,-0.940049403,-1
-0.947068227,-0.516470019,-1
-0.140775172,0.863714326,-1
-0.896823365,0.334231469,-1
-0.848902832,0.764701757,-1
-0.206187144,0.582640084,-1
0.165387341,-0.764356225,-1
-0.260593829,-0.767649134,-1
0.804794711,0.182725348,1
0.613654878,-0.21189402,1
0.72974518,0.65007473,1
0.295689749,0.527281617,1
-0.565067444,-0.92346335,-1
0.346240358,0.559506963,1
0.682439948,0.704061119,1
0.587901326,0.476055068,1
-0.004112198,0.845152196,1
0.749939844,0.084661852,1
0.540782292,0.998507265,1
0.391064555,-0.045693598,-1
-0.201906139,-0.869716426,-1
-0.247436375,0.582324159,-1
-0.155606141,0.566384295,-1
-0.645391389,-0.666216328,-1
0.095639043,0.362926513,-1
0.92656652,-0.487342141,1
0.803408851,0.515165016,1
-0.914976891,0.949280849,-1
0.505890977,0.833694918,1
0.455412403,0.325944389,1
0.85903439,0.124108083,1
-0.089692972,-0.01439026,-1
0.288439938,0.398114526,1
-0.445442307,0.387874366,-1
-0.092253339,0.202615178,-1
0.506295346,0.284480453,1
-0.412230505,0.938324279,-1
0.280022554,-0.328267295,-1
-0.77255886,0.071361611,-1
0.176569473,0.737750959,1
0.909958834,0.304821161,1
0.44377678,0.63392562,1
-0.317060656,-0.728153464,-1
-0.427522399,-0.951042099,-1
0.257965944,0.989178611,1
0.636095771,0.211457719,1
0.634709449,0.825290927,1
-0.845484805,0.209286518,-1
-0.819221074,0.32619624,-1
0.456802012,-0.551229243,-1
0.641266505,0.918122925,1
-0.209790305,0.41114677,-1
0.838697677,0.74612389,1
-0.689747316,-0.884010727,-1
-0.119930612,-0.671782435,-1
0.258704986,0.72940986,1
-0.253897336,0.895880357,-1
0.445580781,0.911970732,1
-0.641686664,0.631297373,-1
0.798803652,-0.279276364,1
-0.570967958,-0.482557816,-1
-0.545758299,-0.35351155,-1
-0.115310044,-0.756514497,-1
0.053186549,-0.845201435,-1
0.864364909,-0.142546262,1
-0.323417496,-0.307402492,-1
-0.141921432,-0.2268615,-1
0.853916025,-0.694271658,1
-0.36499266,0.283244786,-1
0.916603066,0.964274762,1
0.881752174,-0.373701741,1
-0.821142353,0.197494596,-1
-0.655381416,0.342223645,-1
0.304634633,-0.50516058,-1
-0.365465459,-0.772818503,-1
0.867052207,0.472401611,1
-0.728927127,0.106565239,-1
0.385169975,-0.431940146,-1
-0.391734914,-0.520413981,1
0.188504144,-0.060733335,-1
0.124964156,0.409873865,-1
0.865338917,0.457547305,1
-0.352389164,-0.16814064,-1
0.434121532,-0.916418225,-1
-0.768223628,-0.414114292,-1
0.799224332,-0.163420991,1
-0.036338809,0.084915406,-1
0.606619583,0.440232443,1
-0.832893942,-0.589107262,-1
0.98402375,0.976642538,1
-0.217558372,-0.143876802,-1
-0.445880481,0.283357498,-1
0.865926477,-0.337261036,1
-0.377475702,0.172616706,-1
-0.044101676,-0.658929796,-1
-0.852990613,0.20230356,-1
-0.798988577,0.083915259,-1
0.964862464,0.108103652,1
-0.83597607,-0.655727615,-1
0.785717427,-0.569219601,1
-0.448127987,-0.990391262,-1
-0.686201458,-0.610556596,-1
0.297108687,-0.370625117,-1
-0.15855878,0.617959608,-1
-0.416690049,-0.87927939,-1
0.259316275,0.663784514,1
-0.822917893,0.213561094,-1
-0.067795461,0.054433805,-1
-0.839224492,0.620531506,-1
0.190852643,-0.361102588,-1
-0.1789019,-0.425615058,-1
-0.456978573,0.554640601,-1
0.285496207,0.745614666,1
0.10818742,0.410347131,-1
-0.607726229,-0.8939315,-1
0.720984917,0.342293553,1
-0.253882249,0.7834212,-1
-0.19534208,0.292845446,-1
-0.042486992,0.6725647,-1
-0.193772476,-0.76952388,-1
0.705606468,0.998249357,1
0.775837755,0.694374177,1
0.843479035,0.130481393,1
-0.856056809,0.534206151,-1
0.026147165,-0.252451876,-1
-0.653958161,-0.579375592,-1
0.41652059,-0.605703144,-1
0.308608411,-0.339221471,-1
-0.972264203,0.748846428,-1
0.829673521,0.857235936,1
-0.748728958,-0.783082269,-1
-0.870237883,0.591666664,-1
0.30092618,-0.867652726,-1
0.238637483,0.95730574,1
0.551333887,-0.72931174,-1
0.978575439,0.093922688,1
0.696451934,-0.649059686,-1
0.913979881,-0.584665076,1
-0.467352808,0.481239292,-1
-0.172944556,-0.648989767,-1
0.583926806,0.200815263,1
-0.015172399,-0.683693818,-1
-0.050259219,0.824439001,1
-0.211980343,0.538125131,-1
-0.307366263,-0.318835299,-1
0.401981569,-0.064043046,-1
-0.02936038,0.874982257,1
0.494755397,-0.761064664,-1
0.991417036,-0.735353446,1
-0.627593298,0.751569792,-1
-0.646065289,-0.07546647,-1
-0.060254995,0.857656231,1
-0.802083119,0.833005759,-1
0.692808133,0.130653759,1
-0.67336592,-0.697198773,-1
-0.344081173,0.74599846,-1
-0.035165094,0.960680781,1
0.782367188,0.94939625,1
0.13318993,0.488479604,1
0.854801175,0.117862285,1
-0.107657734,-0.719416423,-1
-0.129669155,0.004023034,-1
0.619836284,-0.055926994,1
0.175481335,0.180165666,-1
-0.842352185,-0.429355889,-1
-0.307359297,0.526685929,-1
0.841352789,0.953840174,1
0.58212502,0.728897199,1
0.969806652,-0.37297593,1
-0.009464754,0.199487293,-1
0.676268001,-0.011812624,1
-0.697997046,0.328477544,-1
0.038687191,-0.930719255,-1
-0.399294488,0.656180692,-1
0.369750724,-0.376392154,-1
0.804554337,-0.469219475,1
0.412766828,-0.728298162,-1
-0.154997888,-0.181941509,-1
0.436217048,0.693312942,1
-0.795236657,0.301373281,-1
-0.165362463,-0.414402606,-1
0.555555487,0.993895215,1
0.000334154,0.693786849,-1
0.4891922,0.062456799,1
-0.113829067,-0.142026964,-1
-0.253295537,0.087607881,-1
-0.266737649,-0.56645016,-1
0.575917895,-0.73407935,-1
0.894542849,0.945861024,1
-0.355796588,0.442903016,-1
-0.946214764,-0.413117812,-1
-0.757178127,-0.948840608,-1
0.777457165,0.693414099,1
0.012263365,-0.634203561,-1
0.591089583,0.996598321,1
0.663318397,0.434381749,1
-0.678252286,-0.78110369,-1
-0.180667686,-0.442369479,-1
-0.716173588,0.557816038,-1
-0.895842977,0.544817847,-1
0.427442965,0.964030581,1
0.699602025,0.666341014,1
-0.928286566,0.315305472,-1
0.035431514,-0.854830572,-1
0.015473441,-0.844652703,-1
-0.361613856,-0.084032393,-1
0.223643867,-0.107653011,-1
-0.974288764,-0.269122283,-1
-0.900005416,-0.41997139,-1
-0.166460627,0.738944774,-1
0.876730374,0.926313023,1
0.881163103,-0.206052613,1
-0.802627985,0.199879512,-1
0.658867585,-0.62468505,-1
0.291357895,0.448619929,1
-0.054149183,-0.631257358,-1
-0.107479451,0.698073226,-1
-0.254147325,0.288735889,-1
0.145928355,0.753419418,1
-0.596835584,-0.097865291,-1
-0.768822022,0.346911546,-1
0.997131149,0.402011848,1
-0.392734643,-0.009207899,-1
0.341296653,0.170206147,1
0.703390837,0.030819084,1
0.984792263,-0.916195359,1
-0.344307624,0.677392859,1
-0.811788584,0.063637936,-1
-0.166963488,0.864107,-1
0.721074105,-0.299231005,1
0.265736505,-0.586582379,-1
-0.645530737,0.26928091,-1
-0.601138547,-0.695414256,-1
0.294930345,0.777166802,1
0.389303598,-0.556715629,-1
0.232397514,-0.620521015,-1
-0.806690948,-0.048055083,-1
0.182137072,-0.041951894,-1
0.474986978,-0.020399182,1
-0.409485518,0.977477302,-1
-0.564986074,0.478162456,-1
-0.019181719,0.902274304,1
0.175069337,0.743021103,1
0.659952105,-0.0211763,1
0.356974509,0.786562252,1
0.035444822,0.08689404,-1
0.471500428,-0.533493872,-1
0.409245794,0.658312617,1
-0.57309418,-0.620806346,-1
-0.432867255,0.748284173,-1
0.906489435,0.133702015,1
0.191168467,0.301548383,-1
-0.594515572,-0.014514755,-1
0.864253255,0.821915611,1
0.093331449,0.415719844,-1
-0.20879014,0.551635928,-1
-0.967117591,-0.587310884,-1
-0.559325628,0.676682279,-1
-0.924592285,0.695090842,-1
0.234079776,-0.62283941,-1
-0.858373559,0.193811651,-1
0.112455057,-0.898424545,-1
-0.518298279,-0.46700112,-1
0.575288488,0.367614727,1
-0.970944117,0.303373742,-1
-0.377414336,0.812139847,-1
0.07003971,0.067211342,-1
-0.037824427,0.469065018,-1
-0.213020124,0.194724473,-1
0.755117604,0.605955094,1
0.54754705,0.748798162,1
0.94081833,0.582246713,1
0.962734676,-0.528136979,1
0.254520348,0.988005612,1
0.067258903,-0.573093642,-1
-0.724717168,-0.68183643,-1
0.688810281,-0.89028839,-1
0.96078961,-0.940716783,1
0.087264478,-0.707586362,-1
-0.158909296,-0.84915945,-1
-0.769724817,0.639666068,-1
0.055806912,-0.424256228,-1
0.095415584,-0.510989485,-1
-0.658431144,0.115934507,-1
-0.628058108,0.299166942,-1
-0.314984113,0.661561299,-1
-0.14417922,0.907220517,-1
-0.314583454,0.449384138,-1
0.441003655,-0.194441455,-1
0.432844357,0.494993256,1
-0.15895271,-0.594155341,-1
0.654123909,0.462796115,1
-0.315962978,0.06561927,-1
0.871460822,0.155290544,1
0.345497573,-0.612211005,-1
-0.687195288,0.107163704,-1
0.075991365,0.933355894,1
0.651641415,-0.116873843,1
-0.12662844,-0.275233263,-1
0.579835237,-0.166444305,1
-0.179661683,0.651922888,-1
-0.088183258,0.463028728,-1
0.075459165,0.705376599,1
0.181202901,-0.396622374,-1
0.282010744,-0.644539653,-1
0.267797037,0.989803529,1
0.14897159,0.584806842,1
0.15367176,0.217598367,-1
0.620897359,-0.813810389,-1
-0.549778792,-0.059871578,-1
-0.888157069,-0.635981499,-1
0.321892867,-0.627372696,-1
-0.46125696,-0.744766896,-1
-0.264689643,-0.400198387,-1
0.49255269,0.948842148,1
-0.284150278,0.563264084,-1
0.765190511,-0.866705746,-1
0.762729859,0.515625393,1
0.735864696,0.982212059,1
-0.133472593,0.08202826,1
-0.741085878,0.054177663,-1
-0.748162873,-0.35199747,-1
-0.483040136,-0.108299122,-1
0.529953276,0.124056763,1
0.445254738,-0.691110791,-1
0.045465385,0.590152739,-1
-0.860957781,0.62005707,-1
-0.416511309,-0.777164821,-1
0.372720274,0.162781337,1
-0.718017798,0.245132037,-1
-0.064132224,0.379729371,-1
0.117409077,0.282917132,-1
0.885861657,-0.624557129,1
-0.881507226,-0.038042294,-1
-0.326711051,0.981944181,-1
-0.75077886,0.915451945,-1
0.467847235,0.650717532,1
-0.571088917,-0.301065889,-1
-0.906473081,0.684153428,-1
-0.286386711,0.514183922,-1
-0.64166028,-0.235792196,-1
0.175147638,0.459680556,1
-0.78122118,-0.759554832,-1
0.397195697,-0.794673699,-1
0.666771272,0.152670416,1
-0.558807834,0.899984079,-1
0.706905389,0.68967119,1
0.921012893,-0.568312019,1
0.193122434,-0.356438163,-1
-0.387582598,0.527985592,-1
-0.420757418,0.130551429,-1
0.862954224,0.063845251,1
-0.966231763,-0.8650813,-1
0.116030682,-0.831664692,-1
-0.350187365,0.517772024,-1
0.820175318,-0.10249862,1
0.062884708,0.052056197,-1
-0.682551017,0.748945046,-1
-0.401300504,0.803937409,-1
-0.159472918,0.026167244,-1
0.59839785,-0.317533011,1
0.838917051,0.825685657,1
0.692469806,-0.72159888,-1
-0.827573081,-0.681856413,-1
0.285814634,0.190140767,-1
-0.170037101,0.134132754,-1
-0.235924248,-0.550150942,-1
-0.789530714,0.106454452,-1
-0.913625308,0.798414711,-1
-0.882604131,0.299762661,-1
0.512478007,0.442064298,1
-0.123552807,0.408342604,-1
-0.115001661,0.596745259,-1
-0.729208708,0.149431527,-1
-0.625490915,0.842409122,-1
-0.60144106,-0.118171861,-1
0.187301796,-0.47704773,-1
-0.625599968,-0.443953117,-1
0.330187223,-0.080836532,-1
-0.749915121,-0.857855645,-1
0.793667857,0.225044248,1
-0.358524807,0.540217252,1
-0.708846171,-0.930649952,-1
-0.290408871,0.152563525,-1
-0.530922749,0.03923164,-1
0.286051426,0.953721613,1
0.746768342,-0.771724355,-1
0.503908926,0.833817434,1
0.76691378,-0.555910063,1
-0.944784558,0.758009113,-1
0.395648678,0.830626545,1
-0.349192686,0.526892811,-1
-0.184933668,0.512283622,-1
0.306502727,-0.228235461,-1
-0.41916139,0.905855664,-1
-0.662244672,-0.151867572,-1
0.245345186,-0.691954089,-1
0.330393946,0.385193678,1
-0.924199512,0.420982395,-1
-0.52074962,0.363259499,-1
0.141922093,-0.998151445,-1
-0.558310262,0.913843034,-1
-0.718951023,0.695298027,-1
-0.353766682,-0.772613457,-1
0.083370241,-0.875859005,-1
0.165908242,0.019252226,-1
0.734578698,-0.357916143,1
0.830322354,0.618011242,1
0.587589887,-0.090293236,1
-0.902190282,-0.512871213,-1
-0.833461824,0.286884301,-1
0.84878815,0.18761267,1
-0.401139818,-0.216615252,-1
-0.935742204,-0.698819297,-1
0.577934735,0.462356817,1
-0.773890657,-0.316820747,-1
0.155522502,0.056579788,-1
0.758437932,0.220347025,1
-0.267749361,0.992089775,-1
-0.656409097,-0.501052442,-1
-0.548493402,-0.798301154,-1
0.005637744,-0.222492364,-1
-0.623664577,-0.583352374,-1
0.193454072,-0.832595489,-1
-0.709607192,0.141511798,-1
0.950971244,0.63617257,1
0.622961145,-0.794133502,-1
-0.587941859,0.967051591,-1
-0.772632896,0.207390213,-1
-0.106580826,0.870055406,-1
-0.282237823,-0.78470205,-1
0.679835126,0.677663043,1
0.303365529,0.36395516,1
-0.420275256,0.526973811,-1
0.766944304,-0.425954423,1
0.675568823,-0.543551269,-1
0.726523405,0.393559975,1
-0.332328035,0.206631222,-1
-0.010200853,0.442826434,-1
0.68628568,-0.262762553,1
-0.339268897,-0.843089239,-1
-0.697159376,-0.779921411,-1
0.063798551,0.163431576,-1
-0.149303484,0.568432718,-1
0.071928496,0.240252638,-1
-0.27386857,0.483841428,-1
-0.443125974,-0.650827363,-1
0.199992094,-0.930843802,-1
-0.466650018,0.849519045,-1
0.739346062,0.821125699,1
0.713007276,-0.013138385,1
-0.40583021,-0.32439072,-1
-0.663891094,-0.991447533,-1
0.081889824,-0.962698838,-1
0.706848277,0.357303659,1
-0.196830544,0.349233351,-1
0.24934883,0.09274361,-1
0.67663016,0.226316792,1
-0.404209675,-0.835722716,-1
-0.297410359,-0.927149856,-1
-0.376978803,0.296065167,-1
0.217374588,-0.570797003,-1
-0.925128179,-0.366417462,-1
0.157903188,0.440407671,1
-0.771201064,0.688509289,-1
0.499127375,-0.955844336,-1
0.620536485,0.731562082,1
-0.780692267,0.462877956,-1
-0.305354987,0.332530187,-1
0.630384073,0.446064488,1
0.433166596,0.026255057,1
-0.080387612,-0.557231711,-1
0.623042396,-0.085150302,1
-0.791710288,-0.447642085,-1
-0.004393333,-0.609768188,-1
-0.616765269,-0.014644058,-1
-0.179444063,-0.932347761,-1
0.200991023,0.192688265,-1
0.96054485,-0.29259785,1
0.715408551,0.330876373,1
-0.385387314,0.900791022,-1
0.698854843,0.265174883,1
-0.190839613,-0.519967244,-1
0.71034267,0.147881248,1
0.820727269,-0.37702492,1
0.485013281,0.119305778,1
0.277464658,-0.893800596,-1
0.926851451,-0.658000898,1
0.704234743,-0.470168019,1
0.231711307,0.925997048,1
-0.489161934,0.214074243,-1
-0.815507501,-0.694762125,-1
0.809317084,-0.023902066,1
0.666857583,-0.202867223,1
0.023013493,0.332307646,-1
0.78527024,-0.216340049,1
-0.403525979,-0.182411871,-1
-0.634905955,-0.996862225,-1
0.130067189,0.637359911,1
-0.732205941,-0.560445914,-1
-0.915674248,0.088163898,-1
-0.902312712,-0.59039848,-1
-0.559450231,-0.273380166,-1
-0.712596677,0.104642179,-1
0.618908106,-0.331724546,1
0.447495591,-0.393681709,-1
0.132552444,0.339120525,-1
0.894779993,0.699055102,1
-0.036978606,0.099353965,-1
-0.424367876,0.448191413,-1
0.020842439,0.844656488,1
-0.31404689,-0.575571288,-1
-0.712853417,-0.830913283,-1
0.99773254,0.21955722,1
0.363069845,0.579903816,1
0.620408148,0.150328055,1
-0.241534478,-0.435294102,-1
0.997525715,0.379149677,1
-0.568683981,-0.63986548,-1
-0.4140007,-0.150432871,-1
-0.239742117,-0.921820911,-1
-0.324528561,0.473784678,-1
0.720659013,0.183646823,1
-0.208028026,0.02191934,-1
0.840509628,-0.921384491,-1
0.141464219,-0.128247601,-1
-0.422471884,-0.047464745,-1
-0.094710995,-0.603329102,-1
-0.932614278,0.70953371,-1
-0.477744627,0.846100845,-1
-0.165755649,-0.384807337,-1
0.101332703,-0.049260036,-1
0.834827844,-0.476220626,1
-0.963075801,0.744116923,-1
-0.864184003,0.671892409,-1
-0.175750089,0.962912361,-1
-0.375405491,-0.072423,-1
-0.370674771,0.389095606,-1
0.780129303,-0.232361719,1
-0.250561224,-0.312566387,-1
-0.976006721,0.1334403,-1
-0.949363505,-0.97111975,-1
0.384541863,0.051394356,1
-0.191098937,0.05357049,-1
-0.787015597,0.54065366,-1
-0.859230338,0.140085991,-1
-0.249137735,-0.597204908,-1
-0.700804804,-0.974442454,-1
0.932570448,0.226864411,1
-0.390214302,-0.597942521,-1
-0.293462123,0.311334121,-1
0.298451326,-0.749209562,-1
0.314188981,-0.352129857,-1
-0.285026094,0.764984853,-1
0.100769422,0.968912669,1
-0.691558615,0.921302957,-1
-0.239902932,-0.476474163,-1
0.662887472,0.308394417,1
-0.174967562,-0.994988362,-1
-0.703233708,0.924784497,-1
-0.369599388,-0.599009166,-1
0.555710516,0.869250764,1
-0.223754765,0.069981394,-1
0.430679534,0.783861426,1
-0.514713384,0.410718472,-1
-0.155804209,-0.125004651,-1
0.792885573,-0.799409357,-1
0.357212817,0.927254533,1
-0.302076167,0.731192764,-1
-0.615199013,0.975303174,-1
0.093260398,0.468259966,-1
-0.482591934,0.609391832,-1
-0.365064777,-0.27494835,-1
0.109752625,0.290640282,-1
-0.697287773,-0.536283298,-1
0.75399421,0.894979039,1
-0.856599043,-0.238803929,-1
0.598761067,0.821052843,1
-0.880615717,0.502385751,-1
-0.822679487,-0.370209595,-1
-0.320862388,0.373275689,-1
-0.251871119,-0.399301068,-1
0.564032251,-0.592823666,-1
0.102640499,-0.690751457,-1
-0.554506344,0.850668418,-1
0.103908985,0.910478256,1
0.935290516,-0.508277486,1
-0.850256227,-0.268299395,-1
-0.479235939,-0.017714991,-1
-0.271657098,-0.451069576,-1
0.214704994,0.286721797,-1
-0.402360349,-0.753653128,-1
0.025553748,0.77179184,1
0.988902126,-0.933615211,1
-0.494843251,-0.075183474,-1
0.61805143,-0.021498451,1
0.407675811,-0.384552185,-1
-0.004288866,-0.234451721,-1
0.357268584,-0.659979027,-1
0.789193399,0.078903731,1
0.863632367,0.448218092,1
-0.092123169,0.244376502,-1
0.574561055,-0.97975763,-1
-0.365274219,0.910360538,-1
-0.42306694,0.669486473,-1
0.702681357,0.316143179,1
0.714228435,0.574156435,1
0.934796846,-0.498768267,1
-0.166714074,0.827740102,-1
0.922230838,-0.975356469,-1
-0.193874396,-0.901149884,-1
-0.444780488,-0.203119242,-1
0.308086152,0.309079474,1
0.100524891,-0.915411273,-1
0.312744911,-0.976451682,-1
0.263368541,-0.650764211,-1
0.719759024,0.762135282,1
-0.998518443,-0.070577112,-1
0.859053405,-0.393938632,1
0.645949415,-0.109420694,1
0.778692973,-0.437783598,1
0.090781895,-0.240194974,-1
-0.545345797,-0.577103456,-1
-0.32725669,0.058876864,-1
0.350962407,0.167571427,1
0.898676416,0.355459576,1
-0.961206979,0.867385588,-1
0.950067932,-0.955284365,-1
0.435821219,0.993208495,1
0.71304905,0.614604194,1
0.408234312,0.517470724,1
0.796753211,-0.10644826,1
-0.51917191,0.603117524,-1
0.753026501,0.278844422,1
0.351340038,-0.659881427,-1
0.860338372,-0.403630945,1
-0.886740738,0.212812763,-1
0.890994592,0.59576083,1
0.297438289,-0.984494309,-1
0.056049726,0.177570626,-1
-0.652629828,-0.952438512,-1
0.910200815,-0.76853674,1
0.67076731,-0.015899629,1
0.803446386,0.476982128,1
0.253545141,-0.473423618,-1
-0.681976813,-0.13762999,1
-0.522627722,-0.849857398,-1
0.462360063,-0.079218015,1
-0.734579715,0.303689008,-1
-0.163512648,-0.08119033,-1
-0.853652426,-0.902269883,-1
0.060748849,0.494104412,-1
0.916078371,-0.389105304,1
-0.040044416,0.686587843,-1
0.867017545,-0.354539033,1
-0.543203233,0.947255619,-1
0.297929912,-0.26999646,-1
-0.233382013,-0.973330177,-1
0.259712565,-0.616127939,-1
-0.253748919,0.079151423,-1
-0.192967595,-0.4373155,-1
-0.543764659,-0.481738363,-1
-0.615920154,-0.408397489,-1
-0.296641224,-0.6522194,-1
0.098852753,0.246450698,-1
0.601604638,0.447458206,1
-0.618308517,-0.947375703,-1
-0.693263447,0.985263408,-1
0.23287069,0.997812058,1
-0.876938911,0.128268208,-1
0.617103974,0.994181517,1
0.75668134,-0.966647105,-1
0.065653211,0.840927554,1
0.712198121,-0.800806875,-1
0.824116913,-0.513583505,1
-0.813686469,-0.932684171,-1
0.197707428,0.350534855,-1
-0.561940813,-0.435970418,-1
-0.961478478,0.380976303,-1
0.91842427,0.587781134,1
0.82912661,0.857035448,1
0.539831813,0.086215791,1
0.597670494,0.950977972,1
-0.8653327,0.095234084,-1
-0.164067451,0.997553027,1
-0.805343785,0.845828617,-1
-0.509284019,-0.73932606,-1
0.613209374,-0.540344152,-1
-0.530029545,-0.037294973,-1
0.158138046,-0.869983333,-1
-0.122007295,-0.59242428,-1
-0.549008537,-0.880564969,-1
0.01525213,0.916786597,1
-0.866411627,-0.225293351,-1
-0.399490101,-0.480234911,-1
0.428780785,0.29866191,1
-0.155724308,0.67026359,-1
-0.45863275,-0.705438885,-1
-0.421568671,-0.868209101,-1
-0.588181201,-0.594339342,-1
0.76717833,0.989902428,1
0.518976761,-0.388232179,-1
-0.04739285,-0.281331698,-1
-0.883109126,-0.532217966,-1
-0.511075464,0.25050543,-1
0.285739308,-0.477818662,-1
-0.928251764,-0.912607899,-1
